record_key,mouse_record,sex_group,version,annotator_a,annotator_b,n_frames_compared,accuracy,balanced_accuracy,macro_f1,cohen_kappa,mcc,ari,nmi
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator5,18646,0.9487825807143623,0.9425054509145925,0.7087125902309754,0.9221140452560684,0.9226350278577699,0.8626754401181654,0.8197525299887246
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator6,18646,0.9637992062640781,0.9659715748359887,0.9620973451092687,0.9453127285235386,0.9460092118343323,0.8985586128032337,0.857026799068071
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator7,18646,0.9413815295505739,0.9348106890657708,0.9377039484570688,0.9108136675159554,0.9116086382949964,0.8410680570156079,0.7937117124915926
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator8,18646,0.9044835353427009,0.893928952100408,0.897745601332108,0.8544376083920316,0.8558125267287745,0.754359246666827,0.7069012458887944
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator6,18646,0.950445135685938,0.7171871216620771,0.7110391910851012,0.9250177572988716,0.927103477540907,0.8655548408332694,0.8412178010062433
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator7,18646,0.9345704172476671,0.6970541987801361,0.6975395734972529,0.9000544218991399,0.9000866180557991,0.8260032455810855,0.78212289253296
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator8,18646,0.9092030462297543,0.6745462049811883,0.6761876365795354,0.8610097290043364,0.861244405975923,0.7682252778031223,0.7191776307025843
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator7,18646,0.9414887911616433,0.9351807353376613,0.9390838796654187,0.9114350530495159,0.9139220682040438,0.8404879378087864,0.8115464143318863
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator8,18646,0.9110264936179342,0.9026038582904801,0.9065153389830551,0.8651866804324481,0.8687013004276536,0.7692443836600591,0.7372022170426338
Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator7,annotator8,18646,0.9270084736672745,0.9201939546929084,0.9220565140399183,0.8881587439258399,0.888277051291953,0.804464059142174,0.7517588082981577
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator2,19638,0.977441694673592,0.7347937785061097,0.7347012411382055,0.9657649359072175,0.9658354847042137,0.9298529178021623,0.9028057751876959
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator3,19638,0.9577350035645178,0.7216291213814849,0.7212167489666914,0.9359188246139706,0.9369960638599335,0.8705314808578848,0.8512071737268859
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator4,19638,0.9665953763112334,0.7281079113760287,0.7271761704375376,0.9493677409386572,0.949659122951641,0.897208747296037,0.8695939805811965
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator5,19638,0.9661880028516142,0.7275813634896895,0.5816633372511119,0.9487414132663214,0.9492301390079451,0.8961644560714328,0.8719133636959584
